"name","kind","alias_of","upstream_package","family","scope","exclusion_reason","problem_representation","fixed_adaptive_behavior","jacobian_requirement","linear_solver_requirement","dense_output_requirement","controller_requirement","required_features","rust_status","rust_name","rust_public_name","rust_public_export_detected","rust_algorithm_implementation_detected","julia_status","julia_compliance_detected","upstream_source","upstream_line"
"ImplicitDeuflhardExtrapolation","algorithm",,"OrdinaryDiffEqExtrapolation","extrapolation","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","repeated subintegration; adaptive order/step controller; nonlinear solve for implicit variants","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqExtrapolation/src/algorithms.jl","215"
"ImplicitEulerBarycentricExtrapolation","algorithm",,"OrdinaryDiffEqExtrapolation","extrapolation","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","repeated subintegration; adaptive order/step controller; nonlinear solve for implicit variants","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqExtrapolation/src/algorithms.jl","462"
"ImplicitEulerExtrapolation","algorithm",,"OrdinaryDiffEqExtrapolation","extrapolation","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","repeated subintegration; adaptive order/step controller; nonlinear solve for implicit variants","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqExtrapolation/src/algorithms.jl","60"
"ImplicitHairerWannerExtrapolation","algorithm",,"OrdinaryDiffEqExtrapolation","extrapolation","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","repeated subintegration; adaptive order/step controller; nonlinear solve for implicit variants","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqExtrapolation/src/algorithms.jl","375"
"Feagin10","algorithm",,"OrdinaryDiffEqFeagin","high-order explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; adaptive controller; high-order dense interpolation","implemented-and-julia-tested","Feagin10","Feagin10","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqFeagin/src/algorithms.jl","16"
"Feagin12","algorithm",,"OrdinaryDiffEqFeagin","high-order explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; adaptive controller; high-order dense interpolation","implemented-and-julia-tested","Feagin12","Feagin12","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqFeagin/src/algorithms.jl","35"
"Feagin14","algorithm",,"OrdinaryDiffEqFeagin","high-order explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; adaptive controller; high-order dense interpolation","implemented-and-julia-tested","Feagin14","Feagin14","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqFeagin/src/algorithms.jl","54"
"AdaptiveRadau","algorithm",,"OrdinaryDiffEqFIRK","fully implicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","coupled-stage nonlinear solve; Jacobian and linear solve; adaptive controller","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqFIRK/src/algorithms.jl","180"
"GaussLegendre","algorithm",,"OrdinaryDiffEqFIRK","fully implicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","coupled-stage nonlinear solve; Jacobian and linear solve; adaptive controller","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqFIRK/src/algorithms.jl","246"
"RadauIIA3","algorithm",,"OrdinaryDiffEqFIRK","fully implicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","coupled-stage nonlinear solve; Jacobian and linear solve; adaptive controller","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqFIRK/src/algorithms.jl","37"
"RadauIIA5","algorithm",,"OrdinaryDiffEqFIRK","fully implicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","coupled-stage nonlinear solve; Jacobian and linear solve; adaptive controller","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqFIRK/src/algorithms.jl","83"
"RadauIIA9","algorithm",,"OrdinaryDiffEqFIRK","fully implicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","coupled-stage nonlinear solve; Jacobian and linear solve; adaptive controller","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqFIRK/src/algorithms.jl","132"
"FunctionMap","algorithm",,"OrdinaryDiffEqFunctionMap","discrete map","excluded","Discrete dynamical-system map, not a continuous initial-value ODE solver.","DiscreteProblem/operator map","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","fixed-step discrete update","not-applicable",,,"False","False","not-applicable","False","lib/OrdinaryDiffEqFunctionMap/src/algorithms.jl","13"
"DP8","algorithm",,"OrdinaryDiffEqHighOrderRK","high-order explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; adaptive controller; high-order dense interpolation","implemented-and-julia-tested","DP8","DP8","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqHighOrderRK/src/algorithms.jl","41"
"PFRK87","algorithm",,"OrdinaryDiffEqHighOrderRK","high-order explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; adaptive controller; high-order dense interpolation","implemented-and-julia-tested","PFRK87","PFRK87","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqHighOrderRK/src/algorithms.jl","62"
"TanYam7","algorithm",,"OrdinaryDiffEqHighOrderRK","high-order explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; adaptive controller; high-order dense interpolation","implemented-and-julia-tested","TanYam7","TanYam7","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqHighOrderRK/src/algorithms.jl","8"
"TsitPap8","algorithm",,"OrdinaryDiffEqHighOrderRK","high-order explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; adaptive controller; high-order dense interpolation","implemented-and-julia-tested","TsitPap8","TsitPap8","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqHighOrderRK/src/algorithms.jl","27"
"CNAB2","algorithm",,"OrdinaryDiffEqIMEXMultistep","IMEX multistep","included",,"ODEProblem or SplitODEProblem","fixed-step","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","split right-hand side; multistep history; implicit linear/nonlinear solve; split explicit/implicit right-hand side","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqIMEXMultistep/src/algorithms.jl","25"
"CNLF2","algorithm",,"OrdinaryDiffEqIMEXMultistep","IMEX multistep","included",,"ODEProblem or SplitODEProblem","fixed-step","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","split right-hand side; multistep history; implicit linear/nonlinear solve; split explicit/implicit right-hand side","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqIMEXMultistep/src/algorithms.jl","73"
